3,0.46314
19,0.36967
35,0.44949
51,0.55912
67,0.68986
83,0.80194
99,0.93183
115,1.0485
131,1.257
147,1.5143
163,1.7704
179,1.9887
195,2.2664
211,2.4686
227,2.6517
243,3.0066
259,3.2709
275,3.7827
291,3.8888
307,4.9539
323,5.3385
339,5.8459
355,6.5755
371,6.9685
387,7.6191
403,8.2209
419,8.735
435,9.1604
451,9.8164
467,10.236
483,10.675
499,11.103
515,11.622
