3,0.96464
19,1.0744
35,1.1718
51,1.2576
67,1.2906
83,1.4153
99,1.4537
115,1.5327
131,1.5919
147,1.7009
163,1.7688
179,1.8222
195,1.8479
211,1.9118
227,1.8681
243,1.8793
259,1.9693
275,2.0382
291,2.1187
307,2.1611
323,2.2721
339,2.288
355,2.3315
371,2.392
387,2.458
403,2.4817
419,2.5019
435,2.5286
451,2.6226
467,2.6655
483,2.6709
499,2.6798
515,2.7322
