3,26.435
19,37.684
35,34.457
51,30.518
67,28.345
83,25.006
99,24.608
115,22.822
131,20.217
147,18.521
163,16.545
179,15.539
195,14.234
211,13.729
227,12.998
243,11.985
259,11.417
275,10.307
291,10.401
307,8.4734
323,8.2823
339,7.8455
355,7.1863
371,6.9882
387,6.5967
403,6.278
419,6.0714
435,5.9674
451,5.6828
467,5.6042
483,5.4929
499,5.3678
515,5.2671
