3,12.243
19,13.931
35,15.488
51,17.063
67,19.554
83,20.053
99,22.93
115,23.928
131,25.414
147,28.046
163,29.291
179,30.902
195,32.26
211,33.891
227,34.467
243,36.033
259,37.345
275,38.989
291,40.446
307,41.977
323,44.215
339,45.864
355,47.253
371,48.697
387,50.261
403,51.611
419,53.033
435,54.664
451,55.785
467,57.366
483,58.637
499,59.599
515,61.213
